================================================================================
CODEPLUG ORIGINAL - INFORME COMPLETO
Archivo: D:\DL\Programacion Tytera UV380\codeplug_actual.bin
Tamano: 262144 bytes (256 KB)
Fecha del informe: 2026-09-16
================================================================================

--- IDENTIFICACION DEL EQUIPO ---
SN: ￿￿￿￿￿￿￿￿
Model: ￿￿￿￿￿￿￿￿
Code: ￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿

--- CANALES (1000 poblados) ---
   # Mode  Pwr   RX MHz     TX MHz     Tone RX    Tone TX    Contact  Name
----------------------------------------------------------------------------------------------------
 552 DMR   HIGH  438.26250  430.66250  OFF        OFF        6        EA5ERC 1-9 BM
 553 DMR   HIGH  438.26250  430.66250  OFF        OFF        6        EA5ERC 2-9 BM
 554 DMR   HIGH  438.26250  430.66250  OFF        OFF        21       EA5ERC ECHO BM
 555 DMR   HIGH  438.26250  430.66250  OFF        OFF        9        EA5ERC EA1 BM
 556 DMR   HIGH  438.26250  430.66250  OFF        OFF        10       EA5ERC EA2 BM
 557 DMR   HIGH  438.26250  430.66250  OFF        OFF        11       EA5ERC EA3 BM
 558 DMR   HIGH  438.26250  430.66250  OFF        OFF        12       EA5ERC EA4 BM
 559 DMR   HIGH  438.26250  430.66250  OFF        OFF        13       EA5ERC EA5 BM
 560 DMR   HIGH  438.26250  430.66250  OFF        OFF        14       EA5ERC EA6 BM
 561 DMR   HIGH  438.26250  430.66250  OFF        OFF        15       EA5ERC EA7 BM
 562 DMR   HIGH  438.26250  430.66250  OFF        OFF        16       EA5ERC EA8 BM
 563 DMR   HIGH  438.26250  430.66250  OFF        OFF        17       EA5ERC EA9 BM
 564 DMR   HIGH  438.42500  430.82500  OFF        OFF        1        ED1ZAZ 1-91 BM
 565 DMR   HIGH  438.42500  430.82500  OFF        OFF        2        ED1ZAZ  1-92 BM
 566 DMR   HIGH  438.42500  430.82500  OFF        OFF        3        ED1ZAZ 1-914 BM
 567 DMR   HIGH  438.42500  430.82500  OFF        OFF        4        ED1ZAZ 1-214 BM
 568 DMR   HIGH  438.42500  430.82500  OFF        OFF        6        ED1ZAZ 1-9 BM
 569 DMR   HIGH  438.42500  430.82500  OFF        OFF        6        ED1ZAZ 2-9 BM
 570 DMR   HIGH  438.42500  430.82500  OFF        OFF        21       ED1ZAZ ECHO BM
 571 DMR   HIGH  438.42500  430.82500  OFF        OFF        9        ED1ZAZ EA1 BM
 572 DMR   HIGH  438.42500  430.82500  OFF        OFF        10       ED1ZAZ EA2 BM
 573 DMR   HIGH  438.42500  430.82500  OFF        OFF        11       ED1ZAZ EA3 BM
 574 DMR   HIGH  438.42500  430.82500  OFF        OFF        12       ED1ZAZ EA4 BM
 575 DMR   HIGH  438.42500  430.82500  OFF        OFF        13       ED1ZAZ EA5 BM
 576 DMR   HIGH  438.42500  430.82500  OFF        OFF        14       ED1ZAZ EA6 BM
 577 DMR   HIGH  438.42500  430.82500  OFF        OFF        15       ED1ZAZ EA7 BM
 578 DMR   HIGH  438.42500  430.82500  OFF        OFF        16       ED1ZAZ EA8 BM
 579 DMR   HIGH  438.42500  430.82500  OFF        OFF        17       ED1ZAZ EA9 BM
 580 DMR   LOW   438.50000  430.90000  OFF        OFF        1        ED1ZAB  1-1 BM
 581 DMR   HIGH  438.50000  430.90000  OFF        OFF        2        ED1ZAB 1-2 BM
 582 DMR   HIGH  438.50000  430.90000  OFF        OFF        3        ED1ZAB 1-14 BM
 583 DMR   HIGH  438.50000  430.90000  OFF        OFF        4        ED1ZAB 1-214 BM
 584 DMR   HIGH  438.50000  430.90000  OFF        OFF        6        ED1ZAB 1-9 BM
 585 DMR   HIGH  438.50000  430.90000  OFF        OFF        6        ED1ZAB 2-9 BM
 586 DMR   HIGH  438.50000  430.90000  OFF        OFF        21       ED1ZAB ECHO BM
 587 DMR   HIGH  438.50000  430.90000  OFF        OFF        9        ED1ZAB EA1 BM
 588 DMR   HIGH  438.50000  430.90000  OFF        OFF        10       ED1ZAB EA2 BM
 589 DMR   HIGH  438.50000  430.90000  OFF        OFF        11       ED1ZAB EA3 BM
 590 DMR   HIGH  438.50000  430.90000  OFF        OFF        12       ED1ZAB EA4 BM
 591 DMR   HIGH  438.50000  430.90000  OFF        OFF        13       ED1ZAB EA5 BM
 592 DMR   HIGH  438.50000  430.90000  OFF        OFF        14       ED1ZAB EA6 BM
 593 DMR   HIGH  438.50000  430.90000  OFF        OFF        15       ED1ZAB EA7 BM
 594 DMR   HIGH  438.50000  430.90000  OFF        OFF        16       ED1ZAB EA8 BM
 595 DMR   HIGH  438.50000  430.90000  OFF        OFF        17       ED1ZAB EA9 BM
 596 DMR   HIGH  438.25000  430.65000  OFF        OFF        23       ED6ZAA 1-1
 597 DMR   HIGH  438.25000  430.65000  OFF        OFF        24       ED6ZAA 1-2
 598 DMR   HIGH  438.25000  430.65000  OFF        OFF        25       ED6ZAA 1-14
 599 DMR   HIGH  438.25000  430.65000  OFF        OFF        4        ED6ZAA 1-214
 600 DMR   HIGH  438.25000  430.65000  OFF        OFF        6        ED6ZAA 1-9
 601 DMR   HIGH  438.25000  430.65000  OFF        OFF        6        ED6ZAA 2-9
 602 DMR   HIGH  438.25000  430.65000  OFF        OFF        5        ED6ZAA 2-8
 603 DMR   HIGH  438.25000  430.65000  OFF        OFF        8        ED6ZAA ECHO
 604 DMR   HIGH  438.30000  430.70000  OFF        OFF        23       ED7ZAJ 1-1
 605 DMR   HIGH  438.30000  430.70000  OFF        OFF        24       ED7ZAJ 1-2
 606 DMR   HIGH  438.30000  430.70000  OFF        OFF        25       ED7ZAJ 1-14
 607 DMR   HIGH  438.30000  430.70000  OFF        OFF        4        ED7ZAJ 1-214
 608 DMR   HIGH  438.30000  430.70000  OFF        OFF        6        ED7ZAJ 1-9
 609 DMR   HIGH  438.30000  430.70000  OFF        OFF        6        ED7ZAJ 2-9
 610 DMR   HIGH  438.30000  430.70000  OFF        OFF        5        ED7ZAJ 2-8
 611 DMR   HIGH  438.30000  430.70000  OFF        OFF        8        ED7ZAJ ECHO
 612 DMR   LOW   438.37500  430.77500  OFF        OFF        1        EA2TZ  1-1 BM
 613 DMR   HIGH  438.37500  430.77500  OFF        OFF        2        EA2TZ 1-2 BM
 614 DMR   HIGH  438.37500  430.77500  OFF        OFF        3        EA2TZ 1-14 BM
 615 DMR   HIGH  438.37500  430.77500  OFF        OFF        4        EA2TZ 1-214 BM
 616 DMR   HIGH  438.37500  430.77500  OFF        OFF        6        EA2TZ 1-9 BM
 617 DMR   HIGH  438.37500  430.77500  OFF        OFF        6        EA2TZ 2-9 BM
 618 DMR   HIGH  438.37500  430.77500  OFF        OFF        21       EA2TZ ECHO BM
 619 DMR   HIGH  438.37500  430.77500  OFF        OFF        9        EA2TZ EA1 BM
 620 DMR   HIGH  438.37500  430.77500  OFF        OFF        10       EA2TZ EA2 BM
 621 DMR   HIGH  438.37500  430.77500  OFF        OFF        11       EA2TZ EA3 BM
 622 DMR   HIGH  438.37500  430.77500  OFF        OFF        12       EA2TZ EA4 BM
 623 DMR   HIGH  438.37500  430.77500  OFF        OFF        13       EA2TZ EA5 BM
 624 DMR   HIGH  438.37500  430.77500  OFF        OFF        14       EA2TZ EA6 BM
 625 DMR   HIGH  438.37500  430.77500  OFF        OFF        15       EA2TZ EA7 BM
 626 DMR   HIGH  438.37500  430.77500  OFF        OFF        16       EA2TZ EA8 BM
 627 DMR   HIGH  438.37500  430.77500  OFF        OFF        17       EA2TZ EA9 BM
 628 DMR   LOW   430.67500  438.27500  OFF        OFF        1        EA2TZ-1  1-1 BM
 629 DMR   HIGH  430.67500  438.27500  OFF        OFF        2        EA2TZ-1 1-2 BM
 630 DMR   HIGH  430.67500  438.27500  OFF        OFF        3        EA2TZ-1 1-14 BM
 631 DMR   HIGH  430.67500  438.27500  OFF        OFF        4        EA2TZ-1 1-214 BM
 632 DMR   HIGH  430.67500  438.27500  OFF        OFF        6        EA2TZ-1 1-9 BM
 633 DMR   HIGH  430.67500  438.27500  OFF        OFF        6        EA2TZ-1 2-9 BM
 634 DMR   HIGH  430.67500  438.27500  OFF        OFF        21       EA2TZ-1 ECHO BM
 635 DMR   HIGH  430.67500  438.27500  OFF        OFF        9        EA2TZ-1 EA1 BM
 636 DMR   HIGH  430.67500  438.27500  OFF        OFF        10       EA2TZ-1 EA2 BM
 637 DMR   HIGH  430.67500  438.27500  OFF        OFF        11       EA2TZ-1 EA3 BM
 638 DMR   HIGH  430.67500  438.27500  OFF        OFF        12       EA2TZ-1 EA4 BM
 639 DMR   HIGH  430.67500  438.27500  OFF        OFF        13       EA2TZ-1 EA5 BM
 640 DMR   HIGH  430.67500  438.27500  OFF        OFF        14       EA2TZ-1 EA6 BM
 641 DMR   HIGH  430.67500  438.27500  OFF        OFF        15       EA2TZ-1 EA7 BM
 642 DMR   HIGH  430.67500  438.27500  OFF        OFF        16       EA2TZ-1 EA8 BM
 643 DMR   HIGH  430.67500  438.27500  OFF        OFF        17       EA2TZ-1 EA9 BM
 644 DMR   LOW   438.46250  430.86250  OFF        OFF        1        ED8YAL 1-1 BM
 645 DMR   HIGH  438.46250  430.86250  OFF        OFF        2        ED8YAL 1-2 BM
 646 DMR   HIGH  438.46250  430.86250  OFF        OFF        3        ED8YAL 1-14 BM
 647 DMR   HIGH  438.46250  430.86250  OFF        OFF        4        ED8YAL 1-214 BM
 648 DMR   HIGH  438.46250  430.86250  OFF        OFF        6        ED8YAL 1-9 BM
 649 DMR   HIGH  438.46250  430.86250  OFF        OFF        6        ED8YAL 2-9 BM
 650 DMR   HIGH  438.46250  430.86250  OFF        OFF        21       ED8YAL ECHO BM
 651 DMR   HIGH  438.46250  430.86250  OFF        OFF        9        ED8YAL EA1 BM
 652 DMR   HIGH  438.46250  430.86250  OFF        OFF        10       ED8YAL EA2 BM
 653 DMR   HIGH  438.46250  430.86250  OFF        OFF        11       ED8YAL EA3 BM
 654 DMR   HIGH  438.46250  430.86250  OFF        OFF        12       ED8YAL EA4 BM
 655 DMR   HIGH  438.46250  430.86250  OFF        OFF        13       ED8YAL EA5 BM
 656 DMR   HIGH  438.46250  430.86250  OFF        OFF        14       ED8YAL EA6 BM
 657 DMR   HIGH  438.46250  430.86250  OFF        OFF        15       ED8YAL EA7 BM
 658 DMR   HIGH  438.46250  430.86250  OFF        OFF        16       ED8YAL EA8 BM
 659 DMR   HIGH  438.46250  430.86250  OFF        OFF        17       ED8YAL EA9 BM
 660 DMR   LOW   438.40000  430.80000  OFF        OFF        1        ED2YAV 1-1 BM
 661 DMR   HIGH  438.40000  430.80000  OFF        OFF        2        ED2YAV 1-2 BM
 662 DMR   HIGH  438.40000  430.80000  OFF        OFF        3        ED2YAV 1-14 BM
 663 DMR   HIGH  438.40000  430.80000  OFF        OFF        4        ED2YAV 1-214 BM
 664 DMR   HIGH  438.40000  430.80000  OFF        OFF        6        ED2YAV 1-9 BM
 665 DMR   HIGH  438.40000  430.80000  OFF        OFF        6        ED2YAV 2-9 BM
 666 DMR   HIGH  438.40000  430.80000  OFF        OFF        21       ED2YAV ECHO BM
 667 DMR   HIGH  438.40000  430.80000  OFF        OFF        9        ED2YAV EA1 BM
 668 DMR   HIGH  438.40000  430.80000  OFF        OFF        10       ED2YAV EA2 BM
 669 DMR   HIGH  438.40000  430.80000  OFF        OFF        11       ED2YAV EA3 BM
 670 DMR   HIGH  438.40000  430.80000  OFF        OFF        12       ED2YAV EA4 BM
 671 DMR   HIGH  438.40000  430.80000  OFF        OFF        13       ED2YAV EA5 BM
 672 DMR   HIGH  438.40000  430.80000  OFF        OFF        14       ED2YAV EA6 BM
 673 DMR   HIGH  438.40000  430.80000  OFF        OFF        15       ED2YAV EA7 BM
 674 DMR   HIGH  438.40000  430.80000  OFF        OFF        16       ED2YAV EA8 BM
 675 DMR   HIGH  438.40000  430.80000  OFF        OFF        17       ED2YAV EA9 BM
 676 DMR   HIGH  439.97500  439.97500  OFF        OFF        33       HOTSPOT TG21463
 677 DMR   HIGH  439.97500  439.97500  OFF        OFF        32       HOTSPOT TG21462
 678 DMR   LOW   438.90000  431.30000  OFF        OFF        1        EA8URE 1-1 BM
 679 DMR   HIGH  438.90000  431.30000  OFF        OFF        2        EA8URE 1-2 BM
 680 DMR   HIGH  438.90000  431.30000  OFF        OFF        3        EA8URE 1-14 BM
 681 DMR   HIGH  438.90000  431.30000  OFF        OFF        4        EA8URE 1-214 BM
 682 DMR   HIGH  438.90000  431.30000  OFF        OFF        6        EA8URE 1-9 BM
 683 DMR   HIGH  438.90000  431.30000  OFF        OFF        6        EA8URE 2-9 BM
 684 DMR   HIGH  438.90000  431.30000  OFF        OFF        21       EA8URE ECHO BM
 685 DMR   HIGH  438.90000  431.30000  OFF        OFF        9        EA8URE EA1 BM
 686 DMR   HIGH  438.90000  431.30000  OFF        OFF        10       EA8URE EA2 BM
 687 DMR   HIGH  438.90000  431.30000  OFF        OFF        11       EA8URE EA3 BM
 688 DMR   HIGH  438.90000  431.30000  OFF        OFF        12       EA8URE EA4 BM
 689 DMR   HIGH  438.90000  431.30000  OFF        OFF        13       EA8URE EA5 BM
 690 DMR   HIGH  438.90000  431.30000  OFF        OFF        14       EA8URE EA6 BM
 691 DMR   HIGH  438.90000  431.30000  OFF        OFF        15       EA8URE EA7 BM
 692 DMR   HIGH  438.90000  431.30000  OFF        OFF        16       EA8URE EA8 BM
 693 DMR   HIGH  438.90000  431.30000  OFF        OFF        17       EA8URE EA9 BM
 694 DMR   LOW   438.30000  430.70000  OFF        OFF        1        EA1GLG 1-1 BM
 695 DMR   HIGH  438.30000  430.70000  OFF        OFF        2        EA1GLG 1-2 BM
 696 DMR   HIGH  438.30000  430.70000  OFF        OFF        3        EA1GLG 1-14 BM
 697 DMR   HIGH  438.30000  430.70000  OFF        OFF        4        EA1GLG 1-214 BM
 698 DMR   HIGH  438.30000  430.70000  OFF        OFF        6        EA1GLG 1-9 BM
 699 DMR   HIGH  438.30000  430.70000  OFF        OFF        6        EA1GLG 2-9 BM
 700 DMR   HIGH  438.30000  430.70000  OFF        OFF        21       EA1GLG ECHO BM
 701 DMR   HIGH  438.30000  430.70000  OFF        OFF        9        EA1GLG EA1 BM
 702 DMR   HIGH  438.30000  430.70000  OFF        OFF        10       EA1GLG EA2 BM
 703 DMR   HIGH  438.30000  430.70000  OFF        OFF        11       EA1GLG EA3 BM
 704 DMR   HIGH  438.30000  430.70000  OFF        OFF        12       EA1GLG EA4 BM
 705 DMR   HIGH  438.30000  430.70000  OFF        OFF        13       EA1GLG EA5 BM
 706 DMR   HIGH  438.30000  430.70000  OFF        OFF        14       EA1GLG EA6 BM
 707 DMR   HIGH  438.30000  430.70000  OFF        OFF        15       EA1GLG EA7 BM
 708 DMR   HIGH  438.30000  430.70000  OFF        OFF        16       EA1GLG EA8 BM
 709 DMR   HIGH  438.30000  430.70000  OFF        OFF        17       EA1GLG EA9 BM
 710 DMR   LOW   438.37500  430.77500  OFF        OFF        1        EA1HUZ 1-1 BM
 711 DMR   HIGH  438.37500  430.77500  OFF        OFF        2        EA1HUZ 1-2 BM
 712 DMR   HIGH  438.37500  430.77500  OFF        OFF        3        EA1HUZ 1-14 BM
 713 DMR   HIGH  438.37500  430.77500  OFF        OFF        4        EA1HUZ 1-214 BM
 714 DMR   HIGH  438.37500  430.77500  OFF        OFF        6        EA1HUZ 1-9 BM
 715 DMR   HIGH  438.37500  430.77500  OFF        OFF        6        EA1HUZ 2-9 BM
 716 DMR   HIGH  438.37500  430.77500  OFF        OFF        21       EA1HUZ ECHO BM
 717 DMR   HIGH  438.37500  430.77500  OFF        OFF        9        EA1HUZ EA1 BM
 718 DMR   HIGH  438.37500  430.77500  OFF        OFF        10       EA1HUZ EA2 BM
 719 DMR   HIGH  438.37500  430.77500  OFF        OFF        11       EA1HUZ EA3 BM
 720 DMR   HIGH  438.37500  430.77500  OFF        OFF        12       EA1HUZ EA4 BM
 721 DMR   HIGH  438.37500  430.77500  OFF        OFF        13       EA1HUZ EA5 BM
 722 DMR   HIGH  438.37500  430.77500  OFF        OFF        14       EA1HUZ EA6 BM
 723 DMR   HIGH  438.37500  430.77500  OFF        OFF        15       EA1HUZ EA7 BM
 724 DMR   HIGH  438.37500  430.77500  OFF        OFF        16       EA1HUZ EA8 BM
 725 DMR   HIGH  438.37500  430.77500  OFF        OFF        17       EA1HUZ EA9 BM
 726 DMR   LOW   438.32500  430.72500  OFF        OFF        1        EB1HYS 1-1 BM
 727 DMR   HIGH  438.32500  430.72500  OFF        OFF        2        EB1HYS 1-2 BM
 728 DMR   HIGH  438.32500  430.72500  OFF        OFF        3        EB1HYS 1-14 BM
 729 DMR   HIGH  438.32500  430.72500  OFF        OFF        4        EB1HYS 1-214 BM
 730 DMR   HIGH  438.32500  430.72500  OFF        OFF        6        EB1HYS 1-9 BM
 731 DMR   HIGH  438.32500  430.72500  OFF        OFF        6        EB1HYS 2-9 BM
 732 DMR   HIGH  438.32500  430.72500  OFF        OFF        21       EB1HYS ECHO BM
 733 DMR   HIGH  438.32500  430.72500  OFF        OFF        9        EB1HYS EA1 BM
 734 DMR   HIGH  438.32500  430.72500  OFF        OFF        10       EB1HYS EA2 BM
 735 DMR   HIGH  438.32500  430.72500  OFF        OFF        11       EB1HYS EA3 BM
 736 DMR   HIGH  438.32500  430.72500  OFF        OFF        12       EB1HYS EA4 BM
 737 DMR   HIGH  438.32500  430.72500  OFF        OFF        13       EB1HYS EA5 BM
 738 DMR   HIGH  438.32500  430.72500  OFF        OFF        14       EB1HYS EA6 BM
 739 DMR   HIGH  438.32500  430.72500  OFF        OFF        15       EB1HYS EA7 BM
 740 DMR   HIGH  438.32500  430.72500  OFF        OFF        16       EB1HYS EA8 BM
 741 DMR   HIGH  438.32500  430.72500  OFF        OFF        17       EB1HYS EA9 BM
 742 DMR   HIGH  438.52500  430.92500  OFF        OFF        1        ED1YAN 1-1 BM
 743 DMR   HIGH  438.52500  430.92500  OFF        OFF        2        ED1YAN 1-2 BM
 744 DMR   HIGH  438.52500  430.92500  OFF        OFF        3        ED1YAN 1-14 BM
 745 DMR   HIGH  438.52500  430.92500  OFF        OFF        4        ED1YAN 1-214 BM
 746 DMR   HIGH  438.52500  430.92500  OFF        OFF        6        ED1YAN 1-9 BM
 747 DMR   HIGH  438.52500  430.92500  OFF        OFF        6        ED1YAN 2-9 BM
 748 DMR   HIGH  438.52500  430.92500  OFF        OFF        21       ED1YAN ECHO BM
 749 DMR   HIGH  438.52500  430.92500  OFF        OFF        9        ED1YAN EA1 BM
 750 DMR   HIGH  438.52500  430.92500  OFF        OFF        10       ED1YAN EA2 BM
 751 DMR   HIGH  438.52500  430.92500  OFF        OFF        11       ED1YAN EA3 BM
 752 DMR   HIGH  438.52500  430.92500  OFF        OFF        12       ED1YAN EA4 BM
 753 DMR   HIGH  438.52500  430.92500  OFF        OFF        13       ED1YAN EA5 BM
 754 DMR   HIGH  438.52500  430.92500  OFF        OFF        14       ED1YAN EA6 BM
 755 DMR   HIGH  438.52500  430.92500  OFF        OFF        15       ED1YAN EA7 BM
 756 DMR   HIGH  438.52500  430.92500  OFF        OFF        16       ED1YAN EA8 BM
 757 DMR   HIGH  438.52500  430.92500  OFF        OFF        17       ED1YAN EA9 BM
 758 DMR   LOW   438.40000  430.80000  OFF        OFF        1        ED5ZAI 1-1 BM
 759 DMR   HIGH  438.40000  430.80000  OFF        OFF        2        ED5ZAI 1-2 BM
 760 DMR   HIGH  438.40000  430.80000  OFF        OFF        3        ED5ZAI 1-14 BM
 761 DMR   HIGH  438.40000  430.80000  OFF        OFF        4        ED5ZAI 1-214 BM
 762 DMR   HIGH  438.40000  430.80000  OFF        OFF        6        ED5ZAI 1-9 BM
 763 DMR   HIGH  438.40000  430.80000  OFF        OFF        6        ED5ZAI 2-9 BM
 764 DMR   HIGH  438.40000  430.80000  OFF        OFF        21       ED5ZAI ECHO BM
 765 DMR   HIGH  438.40000  430.80000  OFF        OFF        9        ED5ZAI EA1 BM
 766 DMR   HIGH  438.40000  430.80000  OFF        OFF        10       ED5ZAI EA2 BM
 767 DMR   HIGH  438.40000  430.80000  OFF        OFF        11       ED5ZAI EA3 BM
 768 DMR   HIGH  438.40000  430.80000  OFF        OFF        12       ED5ZAI EA4 BM
 769 DMR   HIGH  438.40000  430.80000  OFF        OFF        13       ED5ZAI EA5 BM
 770 DMR   HIGH  438.40000  430.80000  OFF        OFF        14       ED5ZAI EA6 BM
 771 DMR   HIGH  438.40000  430.80000  OFF        OFF        15       ED5ZAI EA7 BM
 772 DMR   HIGH  438.40000  430.80000  OFF        OFF        16       ED5ZAI EA8 BM
 773 DMR   HIGH  438.40000  430.80000  OFF        OFF        17       ED5ZAI EA9 BM
 774 DMR   HIGH  430.97500  430.97500  OFF        OFF        1        DMO 91 BM
 775 DMR   HIGH  430.97500  430.97500  OFF        OFF        2        DMO 92 BM
 776 DMR   HIGH  430.97500  430.97500  OFF        OFF        3        DMO 914 BM
 777 DMR   HIGH  430.97500  430.97500  OFF        OFF        4        DMO 214 BM
 778 DMR   HIGH  430.97500  430.97500  OFF        OFF        29       DMO  YSF-EA5
 779 DMR   HIGH  430.97500  430.97500  OFF        OFF        6        DMO  9 BM
 780 DMR   HIGH  430.97500  430.97500  OFF        OFF        21       DMO ECHO BM
 781 DMR   HIGH  430.97500  430.97500  OFF        OFF        9        DMO EA1 BM
 782 DMR   HIGH  430.97500  430.97500  OFF        OFF        10       DMO EA2 BM
 783 DMR   HIGH  430.97500  430.97500  OFF        OFF        11       DMO EA3 BM
 784 DMR   HIGH  430.97500  430.97500  OFF        OFF        12       DMO EA4 BM
 785 DMR   HIGH  430.97500  430.97500  OFF        OFF        13       DMO EA5 BM
 786 DMR   HIGH  430.97500  430.97500  OFF        OFF        14       DMO EA6 BM
 787 DMR   HIGH  430.97500  430.97500  OFF        OFF        15       DMO EA7 BM
 788 DMR   HIGH  430.97500  430.97500  OFF        OFF        16       DMO EA8 BM
 789 DMR   HIGH  430.97500  430.97500  OFF        OFF        17       DMO EA9 BM
 790 DMR   HIGH  438.32500  430.72500  OFF        OFF        1        ED2YAE 1-1 BM
 791 DMR   HIGH  438.32500  430.72500  OFF        OFF        2        ED2YAE 1-2 BM
 792 DMR   HIGH  438.32500  430.72500  OFF        OFF        3        ED2YAE 1-14 BM
 793 DMR   HIGH  438.32500  430.72500  OFF        OFF        4        ED2YAE 1-214 BM
 794 DMR   HIGH  438.32500  430.72500  OFF        OFF        6        ED2YAE 1-9 BM
 795 DMR   HIGH  438.32500  430.72500  OFF        OFF        6        ED2YAE 2-9 BM
 796 DMR   HIGH  438.32500  430.72500  OFF        OFF        21       ED2YAE ECHO BM
 797 DMR   HIGH  438.32500  430.72500  OFF        OFF        9        ED2YAE EA1 BM
 798 DMR   HIGH  438.32500  430.72500  OFF        OFF        10       ED2YAE EA2 BM
 799 DMR   HIGH  438.32500  430.72500  OFF        OFF        11       ED2YAE EA3 BM
 800 DMR   HIGH  438.32500  430.72500  OFF        OFF        12       ED2YAE EA4 BM
 801 DMR   HIGH  438.32500  430.72500  OFF        OFF        13       ED2YAE EA5 BM
 802 DMR   HIGH  438.32500  430.72500  OFF        OFF        14       ED2YAE EA6 BM
 803 DMR   HIGH  438.32500  430.72500  OFF        OFF        15       ED2YAE EA7 BM
 804 DMR   HIGH  438.32500  430.72500  OFF        OFF        16       ED2YAE EA8 BM
 805 DMR   HIGH  438.32500  430.72500  OFF        OFF        17       ED2YAE EA9 BM
 806 DMR   LOW   438.50000  430.90000  OFF        OFF        1        ED3ZAS  1-91 BM
 807 DMR   HIGH  438.50000  430.90000  OFF        OFF        2        ED3ZAS 1-92 BM
 808 DMR   HIGH  438.50000  430.90000  OFF        OFF        3        ED3ZAS 1-914 BM
 809 DMR   HIGH  438.50000  430.90000  OFF        OFF        4        ED3ZAS 1-214 BM
 810 DMR   HIGH  438.50000  430.90000  OFF        OFF        6        ED3ZAS 1-9 BM
 811 DMR   HIGH  438.50000  430.90000  OFF        OFF        6        ED3ZAS 2-9 BM
 812 DMR   HIGH  438.50000  430.90000  OFF        OFF        21       ED3ZAS ECHO BM
 813 DMR   HIGH  438.50000  430.90000  OFF        OFF        9        ED3ZAS EA1 BM
 814 DMR   HIGH  438.50000  430.90000  OFF        OFF        10       ED3ZAS EA2 BM
 815 DMR   HIGH  438.50000  430.90000  OFF        OFF        11       ED3ZAS EA3 BM
 816 DMR   HIGH  438.50000  430.90000  OFF        OFF        12       ED3ZAS EA4 BM
 817 DMR   HIGH  438.50000  430.90000  OFF        OFF        13       ED3ZAS EA5 BM
 818 DMR   HIGH  438.50000  430.90000  OFF        OFF        14       ED3ZAS EA6 BM
 819 DMR   HIGH  438.50000  430.90000  OFF        OFF        15       ED3ZAS EA7 BM
 820 DMR   HIGH  438.50000  430.90000  OFF        OFF        16       ED3ZAS EA8 BM
 821 DMR   HIGH  438.50000  430.90000  OFF        OFF        17       ED3ZAS EA9 BM
 822 DMR   HIGH  438.42500  430.82500  OFF        OFF        1        ED5ZAB 1-1 BM
 823 DMR   HIGH  438.42500  430.82500  OFF        OFF        2        ED5ZAB  1-2 BM
 824 DMR   HIGH  438.42500  430.82500  OFF        OFF        3        ED5ZAB 1-14 BM
 825 DMR   HIGH  438.42500  430.82500  OFF        OFF        4        ED5ZAB 1-214 BM
 826 DMR   HIGH  438.42500  430.82500  OFF        OFF        6        ED5ZAB 1-9 BM
 827 DMR   HIGH  438.42500  430.82500  OFF        OFF        6        ED5ZAB 2-9 BM
 828 DMR   HIGH  438.42500  430.82500  OFF        OFF        21       ED5ZAB ECHO BM
 829 DMR   HIGH  438.42500  430.82500  OFF        OFF        9        ED5ZAB EA1 BM
 830 DMR   HIGH  438.42500  430.82500  OFF        OFF        10       ED5ZAB EA2 BM
 831 DMR   HIGH  438.42500  430.82500  OFF        OFF        11       ED5ZAB EA3 BM
 832 DMR   HIGH  438.42500  430.82500  OFF        OFF        12       ED5ZAB EA4 BM
 833 DMR   HIGH  438.42500  430.82500  OFF        OFF        13       ED5ZAB EA5 BM
 834 DMR   HIGH  438.42500  430.82500  OFF        OFF        14       ED5ZAB EA6 BM
 835 DMR   HIGH  438.42500  430.82500  OFF        OFF        15       ED5ZAB EA7 BM
 836 DMR   HIGH  438.42500  430.82500  OFF        OFF        16       ED5ZAB EA8 BM
 837 DMR   HIGH  438.42500  430.82500  OFF        OFF        17       ED5ZAB EA9 BM
 838 DMR   HIGH  438.52500  430.92500  OFF        OFF        1        EA2EBX 1-91 BM
 839 DMR   HIGH  438.52500  430.92500  OFF        OFF        2        EA2EBX 1-92 BM
 840 DMR   HIGH  438.52500  430.92500  OFF        OFF        3        EA2EBX 1-914 BM
 841 DMR   HIGH  438.52500  430.92500  OFF        OFF        4        EA2EBX 1-214 BM
 842 DMR   HIGH  438.52500  430.92500  OFF        OFF        29       EA2EBX 2-YSF-EA5
 843 DMR   HIGH  438.52500  430.92500  OFF        OFF        6        EA2EBX 2-9 BM
 844 DMR   HIGH  438.52500  430.92500  OFF        OFF        21       EA2EBX ECHO BM
 845 DMR   HIGH  438.52500  430.92500  OFF        OFF        9        EA2EBX EA1 BM
 846 DMR   HIGH  438.52500  430.92500  OFF        OFF        10       EA2EBX EA2 BM
 847 DMR   HIGH  438.52500  430.92500  OFF        OFF        11       EA2EBX EA3 BM
 848 DMR   HIGH  438.52500  430.92500  OFF        OFF        12       EA2EBX EA4 BM
 849 DMR   HIGH  438.52500  430.92500  OFF        OFF        13       EA2EBX EA5 BM
 850 DMR   HIGH  438.52500  430.92500  OFF        OFF        14       EA2EBX EA6 BM
 851 DMR   HIGH  438.52500  430.92500  OFF        OFF        15       EA2EBX EA7 BM
 852 DMR   HIGH  438.52500  430.92500  OFF        OFF        16       EA2EBX EA8 BM
